Invoice/Item Number,Date,Store Number,Store Name,Address,City,County,Category,Category Name,Vendor Name,Item Number,Item Description,Pack,Bottle Volume (ml),State Bottle Cost,State Bottle Retail,Bottles Sold,Sale (Dollars),Volume Sold (Liters),year,month
INV-06206500007,07/20/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1012300.0,Single Malt Scotch,DIAGEO AMERICAS,5430,Lagavulin 16yr Single Malt Scotch,12,750,$50.49,$75.74,3,$75.74,2.25,2017,7
INV-06206500008,07/20/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1012200.0,Scotch Whiskies,SAZERAC NORTH AMERICA,8827,Lauder's,12,1000,$6.14,$9.21,1,$110.52,1.0,2017,7
INV-06206500009,07/20/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1012100.0,Canadian Whiskies,CONSTELLATION BRANDS INC,10550,Black Velvet Toasted Caramel,12,750,$6.75,$10.13,1,$121.56,0.75,2017,7
INV-06206500010,07/20/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1012100.0,Canadian Whiskies,Jim Beam Brands,10627,Canadian Club Whisky,12,1000,$9.71,$14.57,2,$174.84,2.0,2017,7
INV-06206500011,07/20/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1012100.0,Canadian Whiskies,DIAGEO AMERICAS,10792,Crown Royal Vanilla,12,1000,$18.89,$28.34,1,$338.76,1.0,2017,7
INV-06206500012,07/20/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1012100.0,Canadian Whiskies,DIAGEO AMERICAS,10807,Crown Royal Regal Apple,12,750,$15.59,$23.39,8,$271.32,6.0,2017,7
INV-06206500013,07/20/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1012100.0,Canadian Whiskies,DIAGEO AMERICAS,11285,Crown Royal Xr Canadian Whiskey,6,750,$66.49,$99.74,2,$99.74,1.5,2017,7
INV-06206500014,07/20/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1012100.0,Canadian Whiskies,DIAGEO AMERICAS,11297,Crown Royal Canadian Whisky,12,1000,$18.89,$28.34,30,$338.76,30.0,2017,7
INV-06206500015,07/20/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1012100.0,Canadian Whiskies,CONSTELLATION BRANDS INC,11777,Black Velvet,12,1000,$6.63,$9.95,7,$119.40,7.0,2017,7
INV-06206500016,07/20/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1012100.0,Canadian Whiskies,SAZERAC NORTH AMERICA,12407,Canadian Ltd Whisky,12,1000,$5.50,$8.25,1,$99.00,1.0,2017,7
INV-06206500017,07/20/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1012100.0,Canadian Whiskies,LUXCO INC,13037,Canadian Reserve Whisky,12,1000,$5.31,$7.97,1,$7.97,1.0,2017,7
INV-06206500018,07/20/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1012100.0,Canadian Whiskies,Hood River Distillers,14208,Pendleton 1910,6,750,$20.00,$30.00,1,$180.00,0.75,2017,7
INV-06206500019,07/20/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1012400.0,Irish Whiskies,Prestige Wine & Spirits Group,15592,Dubliner Irish Whiskey,6,750,$15.00,$22.50,1,$22.50,0.75,2017,7
INV-06206500020,07/20/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1012400.0,Irish Whiskies,Phillips Beverage,15604,Hell Cat Maggie,12,750,$12.49,$18.74,1,$18.74,0.75,2017,7
INV-06206500021,07/20/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1012400.0,Irish Whiskies,PERNOD RICARD USA,15627,Jameson,12,1000,$18.98,$28.47,11,$341.64,11.0,2017,7
INV-06206500022,07/20/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1012400.0,Irish Whiskies,William Grant & Sons Inc,15940,Tullamore Dew Irish Whisky,12,750,$15.00,$22.50,2,$270.00,1.5,2017,7
INV-06206500023,07/20/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1011200.0,Straight Bourbon Whiskies,Jim Beam Brands,16676,Basil Hayden 8YR,6,750,$21.00,$31.50,1,$189.00,0.75,2017,7
INV-06206500024,07/20/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1011200.0,Straight Bourbon Whiskies,LUXCO INC,16987,Bourbon Supreme Bourbon,12,1000,$4.70,$7.05,1,$7.05,1.0,2017,7
INV-06206500025,07/20/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1011200.0,Straight Bourbon Whiskies,DIAGEO AMERICAS,17087,Bulleit,12,1000,$19.99,$29.99,1,$359.88,1.0,2017,7
INV-06206500026,07/20/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1011200.0,Straight Bourbon Whiskies,DIAGEO AMERICAS,17090,Bulleit Bourbon 10YR,12,750,$23.00,$34.50,1,$34.50,0.75,2017,7
INV-06206500027,07/20/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1011200.0,Straight Bourbon Whiskies,CEDAR RIDGE VINEYARDS LL,17206,Cedar Ridge Bourbon,6,750,$18.10,$27.15,2,$162.90,1.5,2017,7
INV-06206500028,07/20/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1011300.0,Single Barrel Bourbon Whiskies,SAZERAC COMPANY  INC,17766,Eagle Rare,6,750,$17.16,$25.74,1,$154.44,0.75,2017,7
INV-06206500029,07/20/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1011200.0,Straight Bourbon Whiskies,FOUR ROSES DISTILLERY,18348,Four Roses Small Batch,6,750,$15.17,$22.76,1,$136.56,0.75,2017,7
INV-06206500030,07/20/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1011200.0,Straight Bourbon Whiskies,CONSTELLATION BRANDS INC,18604,High West,6,750,$21.00,$31.50,1,$31.50,0.75,2017,7
INV-06206500031,07/20/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1011200.0,Straight Bourbon Whiskies,Jim Beam Brands,19067,Jim Beam,12,1000,$12.59,$18.89,5,$226.68,5.0,2017,7
INV-06206500032,07/20/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1011200.0,Straight Bourbon Whiskies,Jim Beam Brands,19112,Jim Beam Devil's Cut,12,750,$15.07,$22.61,1,$22.61,0.75,2017,7
INV-06206500033,07/20/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1011200.0,Straight Bourbon Whiskies,Jim Beam Brands,19226,Knob Creek,6,750,$19.94,$29.91,1,$179.46,0.75,2017,7
INV-06206500034,07/20/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1011200.0,Straight Bourbon Whiskies,Jim Beam Brands,19477,Maker's Mark,12,1000,$22.04,$33.06,4,$396.72,4.0,2017,7
INV-06206500035,07/20/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1011200.0,Straight Bourbon Whiskies,Jim Beam Brands,20247,Old Crow,12,1000,$4.98,$7.47,3,$7.47,3.0,2017,7
INV-06206500036,07/20/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1011200.0,Straight Bourbon Whiskies,Brown Forman Corp.,20366,Old Forester Bourbon,12,750,$9.88,$14.82,1,$177.84,0.75,2017,7
INV-06206500037,07/20/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1011100.0,Blended Whiskies,LUXCO INC,24157,Hawkeye Blend Whiskey,12,1000,$4.39,$6.59,4,$79.08,4.0,2017,7
INV-06206500038,07/20/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1011100.0,Blended Whiskies,DIAGEO AMERICAS,25607,Seagrams 7 Crown Bl Whiskey,12,1000,$8.00,$12.00,4,$144.00,4.0,2017,7
INV-06206500039,07/20/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1011400.0,Tennessee Whiskies,Brown Forman Corp.,26586,Gentleman Jack,12,750,$20.01,$30.02,1,$360.24,0.75,2017,7
INV-06206500040,07/20/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1011600.0,Straight Rye Whiskies,DIAGEO AMERICAS,27025,Bulleit 95 Rye,12,750,$15.00,$22.50,1,$270.00,0.75,2017,7
INV-06206500041,07/20/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1011600.0,Straight Rye Whiskies,Infinium Spirits,27102,Templeton 4YR Rye,6,750,$18.09,$27.14,5,$162.84,3.75,2017,7
INV-06206500042,07/20/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1011600.0,Straight Rye Whiskies,LUXCO INC,27167,Ezra Brooks Rye,12,750,$14.50,$21.75,1,$21.75,0.75,2017,7
INV-06206500043,07/20/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1011700.0,Corn Whiskies,DV Spirits LLC,27372,American Born Moonshine Original,6,750,$12.50,$18.75,1,$18.75,0.75,2017,7
INV-06206500044,07/20/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1011100.0,Blended Whiskies,DIAGEO AMERICAS,27554,Seagrams Seven Crown Dark Honey,12,750,$7.00,$10.50,1,$10.50,0.75,2017,7
INV-06206500045,07/20/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1011100.0,Blended Whiskies,DUNKEL CORPORATION,27629,Prairie Fire,12,750,$9.09,$13.64,1,$163.68,0.75,2017,7
INV-06206500046,07/20/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1042100.0,Imported Dry Gins,PERNOD RICARD USA,28087,Beefeater Gin,12,1000,$14.49,$21.74,1,$260.88,1.0,2017,7
INV-06206500047,07/20/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1042100.0,Imported Dry Gins,BACARDI USA INC,28233,Bombay Sapphire Gin,12,1000,$16.50,$24.75,2,$297.00,2.0,2017,7
INV-06206500048,07/20/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1042100.0,Imported Dry Gins,William Grant & Sons Inc,28627,Hendrick's Gin,6,1000,$21.17,$31.76,3,$190.56,3.0,2017,7
INV-06206500049,07/20/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1042100.0,Imported Dry Gins,DIAGEO AMERICAS,28867,Tanqueray Gin,12,1000,$15.50,$23.25,5,$279.00,5.0,2017,7
INV-06206500050,07/20/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1042100.0,Imported Dry Gins,DIAGEO AMERICAS,28868,Tanqueray Gin,6,1750,$24.99,$37.49,1,$37.49,1.75,2017,7
INV-06206500051,07/20/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1041100.0,American Dry Gins,TY KU LLC,29119,Aviation American Gin,6,750,$14.17,$21.26,1,$21.26,0.75,2017,7
INV-06206500052,07/20/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1041100.0,American Dry Gins,SAZERAC NORTH AMERICA,29287,Barton Gin,12,1000,$3.92,$5.88,2,$70.56,2.0,2017,7
INV-06206500053,07/20/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1041100.0,American Dry Gins,LUXCO INC,30527,Hawkeye Gin,12,1000,$4.23,$6.35,1,$76.20,1.0,2017,7
INV-06206500054,07/20/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1041100.0,American Dry Gins,McCormick Distilling Co.,31167,McCormick Gin,12,1000,$4.13,$6.20,2,$74.40,2.0,2017,7
INV-06206500055,07/20/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1041100.0,American Dry Gins,LUXCO INC,31657,Paramount Gin,12,1000,$4.30,$6.45,1,$77.40,1.0,2017,7
INV-06206500056,07/20/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1041100.0,American Dry Gins,Phillips Beverage,31719,Phillips Gin,12,1000,$4.38,$6.57,3,$78.84,3.0,2017,7
INV-06206500057,07/20/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1032100.0,Imported Vodkas,MOET HENNESSY USA,33971,Belvedere Intense Unfiltered,6,750,$18.99,$28.49,1,$170.94,0.75,2017,7
INV-06206500058,07/20/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1032200.0,Imported Flavored Vodka,PERNOD RICARD USA,34015,Absolut Apeach,12,1000,$14.99,$22.49,1,$269.88,1.0,2017,7
INV-06206500059,07/20/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1032200.0,Imported Flavored Vodka,PERNOD RICARD USA,34029,Absolut Citron (lemon Vodka),12,1000,$14.99,$22.49,6,$269.88,6.0,2017,7
INV-06206500060,07/20/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1032200.0,Imported Flavored Vodka,PERNOD RICARD USA,34036,Absolut Pears,12,750,$11.49,$17.24,1,$206.88,0.75,2017,7
INV-06206500061,07/20/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1032200.0,Imported Flavored Vodka,PERNOD RICARD USA,34051,Absolut Raspberri,12,1000,$14.99,$22.49,1,$269.88,1.0,2017,7
INV-06206500062,07/20/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1032200.0,Imported Flavored Vodka,PERNOD RICARD USA,34117,Absolut Mandrin,12,1000,$14.99,$22.49,3,$269.88,3.0,2017,7
INV-06206500063,07/20/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1032100.0,Imported Vodkas,Mhw LTD,34244,Chopin Vodka,6,750,$15.83,$23.75,1,$142.50,0.75,2017,7
INV-06206500064,07/20/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1032100.0,Imported Vodkas,BACARDI USA INC,34422,Grey Goose Vodka,6,1000,$22.50,$33.75,10,$202.50,10.0,2017,7
INV-06206500065,07/20/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1032100.0,Imported Vodkas,DIAGEO AMERICAS,34457,Ketel One Imported Vodka,12,1000,$16.50,$24.75,6,$297.00,6.0,2017,7
INV-06206500066,07/20/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1032200.0,Imported Flavored Vodka,Jim Beam Brands,34629,Pinnacle Raspberry,12,750,$7.35,$11.03,4,$11.03,3.0,2017,7
INV-06206500067,07/20/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1032100.0,Imported Vodkas,STOLI GROUP,34747,Stolichnaya Premium Vodka 80 Proof (lv),12,1000,$15.97,$23.96,2,$287.52,2.0,2017,7
INV-06206500068,07/20/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1032200.0,Imported Flavored Vodka,STOLI GROUP,34787,Stolichnaya Blueberi,12,1000,$15.97,$23.96,1,$287.52,1.0,2017,7
INV-06206500069,07/20/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1032200.0,Imported Flavored Vodka,CONSTELLATION BRANDS INC,34812,Svedka Raspberry Vodka,12,750,$8.25,$12.38,1,$148.56,0.75,2017,7
INV-06206500070,07/20/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1032100.0,Imported Vodkas,CONSTELLATION BRANDS INC,34819,Svedka Vodka,12,1000,$8.00,$12.00,1,$144.00,1.0,2017,7
INV-06206500071,07/20/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1032200.0,Imported Flavored Vodka,CONSTELLATION BRANDS INC,34839,Svedka Citron Vodka,12,750,$8.25,$12.38,1,$148.56,0.75,2017,7
INV-06206500072,07/20/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1032200.0,Imported Flavored Vodka,STOLI GROUP,34871,Stolichnaya Razberi Vodka 75 Proof,12,1000,$15.97,$23.96,3,$287.52,3.0,2017,7
INV-06206500073,07/20/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1032200.0,Imported Flavored Vodka,PROXIMO,34972,Three Olives Cherry Vodka,12,750,$9.96,$14.94,1,$179.28,0.75,2017,7
INV-06206500074,07/20/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1032200.0,Imported Flavored Vodka,PROXIMO,34995,Three Olives Grape Vodka,12,750,$9.96,$14.94,2,$179.28,1.5,2017,7
INV-06206500075,07/20/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1032200.0,Imported Flavored Vodka,CONSTELLATION BRANDS INC,35453,Svedka Cherry Vodka,12,750,$8.25,$12.38,1,$12.38,0.75,2017,7
INV-06206500076,07/20/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1032200.0,Imported Flavored Vodka,Jim Beam Brands,35626,Pinnacle Whipped,12,750,$7.35,$11.03,1,$132.36,0.75,2017,7
INV-06206500077,07/20/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1031200.0,American Flavored Vodka,LUXCO INC,35699,Pearl Cucumber Vodka,12,750,$7.00,$10.50,3,$126.00,2.25,2017,7
INV-06206500078,07/20/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1031100.0,American Vodkas,Laird & Company,35917,Five O'clock Vodka,12,1000,$4.17,$6.26,1,$75.12,1.0,2017,7
INV-06206500079,07/20/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1031100.0,American Vodkas,Mhw LTD,36006,Fuzzy's Ultra Premium Vodka,6,750,$15.17,$22.76,1,$136.56,0.75,2017,7
INV-06206500080,07/20/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1031200.0,American Flavored Vodka,LUXCO INC,36034,Pearl Peach,12,750,$7.00,$10.50,1,$126.00,0.75,2017,7
INV-06206500081,07/20/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1031100.0,American Vodkas,LUXCO INC,36307,Hawkeye Vodka,12,1000,$4.05,$6.08,7,$72.96,7.0,2017,7
INV-06206500082,07/20/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1032200.0,Imported Flavored Vodka,PROXIMO,36498,Three Olives Pink Grapefruit,12,750,$9.95,$14.93,1,$179.16,0.75,2017,7
INV-06206500083,07/20/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1031100.0,American Vodkas,Phillips Beverage,37348,Phillips Vodka,6,1750,$7.60,$11.40,1,$68.40,1.75,2017,7
INV-06206500084,07/20/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1031100.0,American Vodkas,DIAGEO AMERICAS,37417,Popov Vodka 80 Prf,12,1000,$5.50,$8.25,1,$99.00,1.0,2017,7
INV-06206500085,07/20/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1031100.0,American Vodkas,SAZERAC NORTH AMERICA,37937,Skol Vodka,12,1000,$4.42,$6.63,1,$79.56,1.0,2017,7
INV-06206500086,07/20/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1031100.0,American Vodkas,DIAGEO AMERICAS,37997,Smirnoff Vodka 80 Prf,12,1000,$9.25,$13.88,3,$166.56,3.0,2017,7
INV-06206500087,07/20/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1031100.0,American Vodkas,Swell Liquor LLC,38058,Swell Vodka,12,1000,$7.18,$10.77,2,$129.24,2.0,2017,7
INV-06206500088,07/20/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1031100.0,American Vodkas,FIFTH GENERATION INC,38177,Titos Handmade Vodka,12,1000,$12.17,$18.26,55,$214.56,55.0,2017,7
INV-06206500089,07/20/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1031200.0,American Flavored Vodka,Heaven Hill Brands,40053,Deep Eddy Lemon,12,750,$9.00,$13.50,1,$162.00,0.75,2017,7
INV-06206500090,07/20/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1031200.0,American Flavored Vodka,Phillips Beverage,40244,Prairie Organic Cucumber,6,750,$11.00,$16.50,1,$99.00,0.75,2017,7
INV-06206500091,07/20/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1031200.0,American Flavored Vodka,Skyy Spirits Inc,40465,Skyy Infusions Wild Strawberry,12,750,$9.01,$13.52,1,$13.52,0.75,2017,7
INV-06206500092,07/20/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1031200.0,American Flavored Vodka,E & J Gallo Winery,40594,New Amsterdam Peach,12,750,$7.50,$11.25,1,$135.00,0.75,2017,7
INV-06206500093,07/20/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1031200.0,American Flavored Vodka,DIAGEO AMERICAS,41077,Jeremiah Weed Sweet Tea,12,1000,$10.50,$15.75,3,$189.00,3.0,2017,7
INV-06206500094,07/20/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1031200.0,American Flavored Vodka,Phillips Beverage,41604,Uv Grape Vodka,12,750,$6.50,$9.75,4,$117.00,3.0,2017,7
INV-06206500095,07/20/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1031200.0,American Flavored Vodka,Phillips Beverage,41694,Uv Blue (raspberry) Vodka,12,1000,$7.50,$11.25,1,$135.00,1.0,2017,7
INV-06206500096,07/20/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1031200.0,American Flavored Vodka,Phillips Beverage,41705,Uv Red (cherry) Vodka,12,1000,$7.50,$11.25,1,$135.00,1.0,2017,7
INV-06206500097,07/20/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1031200.0,American Flavored Vodka,Phillips Beverage,42153,UV Ruby Red Grapefruit,12,750,$6.50,$9.75,3,$9.75,2.25,2017,7
INV-06206500098,07/20/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1062300.0,Aged Dark Rum,DIAGEO AMERICAS,42167,Myers's Rum Original Dark,12,1000,$12.50,$18.75,1,$225.00,1.0,2017,7
INV-06206500099,07/20/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1062500.0,Flavored Rum,PERNOD RICARD USA,42717,Malibu Coconut Rum,12,1000,$10.49,$15.74,7,$188.88,7.0,2017,7
INV-06206500100,07/20/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1062500.0,Flavored Rum,BACARDI USA INC,43050,Bacardi Dragon Berry,12,1000,$9.50,$14.25,2,$171.00,2.0,2017,7
INV-06206500101,07/20/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1062500.0,Flavored Rum,BACARDI USA INC,43095,Bacardi Mango,12,750,$8.25,$12.38,2,$148.56,1.5,2017,7
INV-06206500102,07/20/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1062500.0,Flavored Rum,BACARDI USA INC,43137,Bacardi Limon,12,1000,$9.50,$14.25,4,$171.00,4.0,2017,7
INV-06206500103,07/20/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1062500.0,Flavored Rum,BACARDI USA INC,43145,Bacardi Pineapple,12,750,$8.26,$12.39,2,$148.68,1.5,2017,7
